Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,W,L,total_games,win_pct,games_pct,Season,PTS_pct,BPM_pct,VORP_pct,WS_pct,win_pct_pct,TS%_pct,PER_pct,MVP_Score,is_mvp
Jake LaRavia,24.0,LAL,PF,82.0,43.0,25.1,2.9,6.4,0.459,1.0,3.0,0.321,2.0,3.4,0.579,0.533,1.4,1.9,0.763,1.4,2.6,4.0,1.8,1.3,0.5,1.1,2.4,8.2,24.0,PF,82.0,43.0,2061.0,11.9,0.571,0.465,0.291,6.8,11.5,9.3,9.3,2.5,1.7,12.9,14.4,1.7,2.1,3.8,0.089,-1.6,0.5,-1.2,0.4,53.0,29.0,82.0,0.6463414634146342,1.0,2026,0.11173184357541899,0.26536312849162014,0.27932960893854747,0.42178770949720673,0.776536312849162,0.35195530726256985,0.21508379888268156,,
Gary Trent Jr.,27.0,MIL,SG,65.0,21.0,21.2,2.8,7.3,0.387,1.9,5.3,0.36,0.9,2.0,0.458,0.517,0.6,0.8,0.769,0.1,0.9,1.0,1.2,0.5,0.0,0.6,1.3,8.1,27.0,SG,65.0,21.0,1377.0,8.0,0.533,0.723,0.11,0.7,4.8,2.8,8.0,1.2,0.2,7.6,17.2,-0.2,0.2,-0.1,-0.002,-3.2,-2.2,-5.4,-1.2,32.0,50.0,82.0,0.3902439024390244,0.7926829268292683,2026,0.10614525139664804,0.0223463687150838,0.036312849162011177,0.036312849162011177,0.30446927374301674,0.10335195530726257,0.01675977653631285,,
Bruce Brown,29.0,DEN,SG,82.0,4.0,24.4,3.0,6.4,0.475,0.7,1.8,0.385,2.3,4.6,0.511,0.53,1.2,1.5,0.762,1.0,2.8,3.9,2.1,1.0,0.2,1.1,2.4,7.9,29.0,SG,82.0,4.0,1998.0,10.8,0.562,0.284,0.241,5.0,12.5,8.9,11.3,2.1,0.9,13.6,14.5,1.2,1.8,2.9,0.071,-2.5,0.1,-2.4,-0.2,54.0,28.0,82.0,0.6585365853658537,1.0,2026,0.09776536312849161,0.1340782122905028,0.12569832402234637,0.30446927374301674,0.8268156424581006,0.2681564245810056,0.11731843575418995,,
Moussa Diabaté,24.0,CHO,C,73.0,47.0,26.0,3.1,5.0,0.631,0.0,0.0,0.5,3.1,4.9,0.632,0.632,1.6,2.4,0.659,3.7,5.0,8.7,1.9,0.8,1.0,1.0,2.4,7.9,24.0,C,73.0,47.0,1899.0,17.2,0.653,0.006,0.485,16.5,21.1,18.9,10.2,1.5,3.5,14.2,11.4,4.7,2.8,7.4,0.188,0.4,1.2,1.7,1.8,44.0,38.0,82.0,0.5365853658536586,0.8902439024390244,2026,0.09776536312849161,0.6983240223463687,0.6871508379888268,0.8603351955307262,0.46368715083798884,0.9301675977653632,0.7011173184357542,,
Dominick Barlow,22.0,PHI,PF,71.0,59.0,23.8,3.0,5.6,0.539,0.3,1.2,0.256,2.7,4.5,0.612,0.565,1.3,1.8,0.718,1.9,2.9,4.8,1.2,0.9,0.7,0.8,2.1,7.7,22.0,PF,71.0,59.0,1689.0,13.2,0.597,0.206,0.328,8.5,13.5,11.0,7.0,1.8,2.9,10.9,12.8,2.2,1.8,3.9,0.112,-1.5,0.4,-1.1,0.4,45.0,37.0,82.0,0.5487804878048781,0.8658536585365854,2026,0.0893854748603352,0.28212290502793297,0.27932960893854747,0.4329608938547486,0.5307262569832403,0.6536312849162011,0.3128491620111732,,
Ryan Kalkbrenner,24.0,CHO,C,69.0,31.0,21.4,3.2,4.2,0.753,0.0,0.1,0.0,3.2,4.1,0.766,0.753,1.2,1.7,0.716,2.4,3.0,5.5,0.8,0.5,1.5,0.9,1.6,7.6,24.0,C,69.0,31.0,1479.0,17.9,0.762,0.017,0.399,13.0,15.7,14.4,5.2,1.1,6.3,15.3,11.6,3.6,2.1,5.7,0.185,0.5,1.3,1.8,1.4,44.0,38.0,82.0,0.5365853658536586,0.8414634146341463,2026,0.08379888268156424,0.7067039106145251,0.5754189944134078,0.664804469273743,0.46368715083798884,1.0,0.7653631284916201,,
Ja'Kobe Walter,21.0,TOR,SG,72.0,19.0,20.5,2.5,5.6,0.446,1.5,3.7,0.409,1.0,1.9,0.519,0.582,1.0,1.3,0.789,0.8,1.8,2.6,1.2,1.0,0.2,0.5,2.3,7.5,21.0,SG,72.0,19.0,1474.0,11.8,0.61,0.666,0.223,4.3,10.0,7.1,7.7,2.4,0.9,7.7,14.0,1.9,1.9,3.7,0.121,-1.3,1.0,-0.3,0.6,46.0,36.0,82.0,0.5609756097560976,0.8780487804878049,2026,0.0782122905027933,0.42178770949720673,0.3435754189944134,0.4106145251396648,0.6145251396648045,0.7402234636871509,0.2011173184357542,,
Kris Dunn,31.0,LAC,PG,82.0,68.0,27.2,2.8,5.8,0.476,1.0,2.6,0.374,1.8,3.2,0.559,0.56,0.8,1.0,0.765,0.7,2.6,3.3,3.6,1.6,0.2,1.4,2.3,7.3,31.0,PG,82.0,68.0,2230.0,11.3,0.581,0.449,0.17,3.1,10.8,7.1,17.9,2.9,0.6,17.8,12.4,1.7,2.3,4.0,0.085,-2.3,1.5,-0.8,0.6,42.0,40.0,82.0,0.5121951219512195,1.0,2026,0.07262569832402235,0.33519553072625696,0.3435754189944134,0.4581005586592179,0.3770949720670391,0.4692737430167598,0.14804469273743018,,
Terance Mann,29.0,BRK,SG,63.0,51.0,24.3,2.7,5.8,0.457,0.9,2.4,0.364,1.8,3.4,0.523,0.533,1.0,1.3,0.788,1.1,2.1,3.2,3.0,0.7,0.2,1.1,2.5,7.2,29.0,SG,63.0,51.0,1529.0,10.2,0.564,0.418,0.217,5.0,10.5,7.6,18.6,1.3,0.9,15.0,13.5,1.2,0.6,1.8,0.056,-2.7,-0.7,-3.4,-0.6,20.0,62.0,82.0,0.24390243902439024,0.7682926829268293,2026,0.0670391061452514,0.06983240223463687,0.07541899441340782,0.1564245810055866,0.0782122905027933,0.2877094972067039,0.09497206703910614,,
Ben Sheppard,24.0,IND,SG,65.0,20.0,21.4,2.6,6.0,0.434,1.3,3.6,0.362,1.3,2.4,0.542,0.543,0.6,0.8,0.765,0.7,2.3,3.0,1.8,0.6,0.1,0.6,1.8,7.1,24.0,SG,65.0,20.0,1390.0,9.7,0.561,0.599,0.132,3.3,12.2,7.6,11.3,1.3,0.4,9.1,13.8,0.8,0.7,1.4,0.05,-2.4,-0.6,-3.0,-0.4,19.0,63.0,82.0,0.23170731707317074,0.7926829268292683,2026,0.061452513966480445,0.09497206703910614,0.09776536312849161,0.12290502793296089,0.0446927374301676,0.2541899441340782,0.07262569832402235,,
Patrick Williams,24.0,CHI,PF,72.0,6.0,20.5,2.5,6.6,0.372,1.3,3.8,0.347,1.2,2.8,0.407,0.472,0.8,1.0,0.72,0.7,2.3,3.0,1.5,0.7,0.4,1.0,1.3,7.0,24.0,PF,72.0,6.0,1474.0,8.2,0.494,0.573,0.157,3.6,11.8,7.7,9.4,1.6,1.5,12.8,16.6,-1.1,1.0,-0.1,-0.005,-3.4,-1.1,-4.5,-0.9,31.0,51.0,82.0,0.3780487804878049,0.8780487804878049,2026,0.055865921787709494,0.04748603351955307,0.055865921787709494,0.036312849162011177,0.2737430167597765,0.0223463687150838,0.0223463687150838,,
Jamal Shead,23.0,TOR,PG,82.0,12.0,22.6,2.3,6.1,0.367,1.0,3.2,0.321,1.2,3.0,0.417,0.45,1.1,1.4,0.784,0.3,1.4,1.7,5.4,0.9,0.2,1.4,2.0,6.6,23.0,PG,82.0,12.0,1852.0,10.5,0.491,0.52,0.23,1.6,7.2,4.4,30.6,2.0,0.8,16.8,15.5,0.8,2.0,2.7,0.07,-2.3,0.0,-2.3,-0.1,46.0,36.0,82.0,0.5609756097560976,1.0,2026,0.05027932960893855,0.1564245810055866,0.16201117318435754,0.2681564245810056,0.6145251396648045,0.013966480446927373,0.10614525139664804,,
Oso Ighodaro,23.0,PHO,PF,82.0,24.0,22.0,2.9,4.5,0.653,0.0,0.0,0.0,2.9,4.5,0.655,0.653,0.6,1.4,0.453,1.7,3.4,5.1,2.3,0.9,0.7,1.2,2.7,6.5,23.0,PF,82.0,24.0,1808.0,13.8,0.636,0.003,0.32,8.2,17.8,12.8,14.2,2.0,3.0,19.5,12.2,2.1,2.6,4.7,0.125,-2.2,2.3,0.1,0.9,45.0,37.0,82.0,0.5487804878048781,1.0,2026,0.03910614525139665,0.4748603351955307,0.46368715083798884,0.5586592178770949,0.5307262569832403,0.888268156424581,0.3547486033519553,,
Luke Kornet,30.0,SAS,C,68.0,25.0,21.0,2.6,4.0,0.643,0.0,0.0,,2.6,4.0,0.643,0.643,1.4,1.7,0.825,2.7,3.4,6.1,1.9,0.5,1.0,0.4,1.8,6.5,30.0,C,68.0,25.0,1430.0,17.9,0.689,0.0,0.419,14.0,17.0,15.5,11.3,1.1,4.0,8.0,10.3,4.6,2.3,6.9,0.231,1.6,2.1,3.6,2.0,62.0,20.0,82.0,0.7560975609756098,0.8292682926829268,2026,0.03910614525139665,0.8994413407821229,0.729050279329609,0.835195530726257,0.9385474860335196,0.994413407821229,0.7653631284916201,,
Drake Powell,20.0,BRK,SG,63.0,24.0,21.0,2.3,5.7,0.402,0.8,2.9,0.28,1.5,2.8,0.528,0.473,1.1,1.2,0.896,0.3,1.4,1.8,1.4,0.6,0.2,1.0,1.4,6.5,20.0,SG,63.0,24.0,1320.0,7.3,0.521,0.508,0.215,1.8,8.4,4.9,10.3,1.3,1.0,13.3,14.9,-0.5,0.5,-0.1,-0.003,-4.6,-1.3,-6.0,-1.3,20.0,62.0,82.0,0.24390243902439024,0.7682926829268293,2026,0.03910614525139665,0.0111731843575419,0.027932960893854747,0.036312849162011177,0.0782122905027933,0.04189944134078212,0.00558659217877095,,
Will Richard,23.0,GSW,SG,69.0,21.0,20.0,2.3,5.0,0.468,1.0,3.1,0.335,1.3,1.9,0.679,0.571,0.7,0.8,0.852,1.0,1.5,2.5,1.3,1.2,0.1,0.8,1.9,6.4,23.0,SG,69.0,21.0,1377.0,11.0,0.596,0.613,0.156,5.3,8.7,7.0,9.3,2.8,0.6,12.5,13.0,1.2,1.4,2.5,0.089,-2.5,0.9,-1.7,0.1,37.0,45.0,82.0,0.45121951219512196,0.8414634146341463,2026,0.027932960893854747,0.19832402234636873,0.19832402234636873,0.21787709497206703,0.33519553072625696,0.6424581005586593,0.13128491620111732,,
Kris Murray,25.0,POR,SF,57.0,15.0,23.4,2.3,4.8,0.467,0.6,2.1,0.279,1.7,2.7,0.617,0.529,0.7,1.0,0.684,1.6,2.0,3.6,1.4,0.9,0.4,0.8,1.6,5.8,25.0,SF,57.0,15.0,1333.0,9.6,0.55,0.442,0.207,7.2,9.6,8.4,8.1,1.8,1.5,13.5,10.6,0.9,1.3,2.2,0.079,-2.3,0.8,-1.5,0.2,42.0,40.0,82.0,0.5121951219512195,0.6951219512195121,2026,0.019553072625698324,0.23184357541899442,0.22625698324022347,0.1871508379888268,0.3770949720670391,0.20670391061452514,0.06424581005586592,,
Dean Wade,29.0,CLE,PF,59.0,38.0,22.3,2.1,4.7,0.439,1.2,3.3,0.362,0.9,1.4,0.622,0.567,0.5,0.6,0.711,0.9,3.3,4.2,1.5,0.7,0.4,0.3,1.5,5.8,29.0,PF,59.0,38.0,1318.0,10.9,0.58,0.705,0.137,4.4,16.1,10.3,8.3,1.6,1.7,5.1,9.9,1.7,1.4,3.1,0.114,-0.8,1.0,0.2,0.7,52.0,30.0,82.0,0.6341463414634146,0.7195121951219512,2026,0.019553072625698324,0.4972067039106145,0.39385474860335196,0.3407821229050279,0.7150837988826816,0.4553072625698324,0.12290502793296089,,
Spencer Jones,24.0,DEN,SF,64.0,37.0,22.1,2.1,4.1,0.504,0.9,2.3,0.396,1.2,1.8,0.636,0.613,0.5,0.8,0.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,24.0,SF,64.0,37.0,1417.0,9.3,0.619,0.55,0.195,6.2,10.1,8.3,4.5,1.8,1.9,9.8,9.7,1.5,1.2,2.6,0.089,-2.4,0.0,-2.4,-0.1,54.0,28.0,82.0,0.6585365853658537,0.7804878048780488,2026,0.0111731843575419,0.1340782122905028,0.16201117318435754,0.24022346368715083,0.8268156424581006,0.8044692737430168,0.05027932960893855,,
Sion James,23.0,CHO,SG,82.0,19.0,22.5,1.7,4.5,0.371,1.0,2.9,0.352,0.7,1.7,0.404,0.483,1.0,1.2,0.837,0.6,2.9,3.5,2.0,0.6,0.2,0.8,1.8,5.4,23.0,SG,82.0,19.0,1843.0,8.3,0.531,0.634,0.263,3.1,14.3,8.8,11.4,1.4,1.0,13.5,11.0,1.1,1.9,3.1,0.08,-3.0,1.1,-2.0,0.0,44.0,38.0,82.0,0.5365853658536586,1.0,2026,0.00558659217877095,0.1871508379888268,0.1871508379888268,0.3407821229050279,0.46368715083798884,0.09217877094972067,0.030726256983240222,,
